iter	Passed	Remaining
357	2355	4223
358	2362	4218
359	2370	4214
360	2377	4208
361	2386	4205
362	2393	4199
363	2401	4196
364	2410	4193
365	2419	4190
366	2427	4186
367	2435	4182
368	2442	4176
369	2451	4173
370	2459	4170
371	2467	4165
372	2475	4160
373	2482	4154
374	2489	4148
375	2496	4142
376	2503	4136
377	2510	4130
378	2516	4124
379	2523	4117
380	2529	4110
381	2536	4103
382	2543	4097
383	2549	4090
384	2557	4084
385	2563	4077
386	2570	4071
387	2576	4064
388	2582	4056
389	2589	4049
390	2595	4042
391	2602	4036
392	2609	4030
393	2615	4023
394	2622	4016
395	2630	4011
396	2636	4005
397	2643	3997
398	2649	3990
399	2659	3989
400	2666	3982
401	2673	3976
402	2680	3970
403	2687	3964
404	2694	3957
405	2701	3951
406	2707	3944
407	2713	3937
408	2721	3931
409	2727	3925
410	2734	3919
411	2741	3912
412	2748	3906
413	2755	3900
414	2762	3893
415	2769	3888
416	2776	3881
417	2782	3874
418	2789	3867
419	2795	3860
420	2802	3853
421	2808	3847
422	2815	3840
423	2821	3832
424	2827	3825
425	2834	3819
426	2841	3813
427	2848	3807
428	2855	3800
429	2862	3794
430	2869	3788
431	2875	3781
432	2882	3774
433	2888	3767
434	2900	3767
435	2906	3759
436	2913	3753
437	2919	3746
438	2926	3739
439	2932	3732
440	2938	3724
441	2945	3718
442	2951	3711
443	2959	3705
444	2966	3700
445	2973	3693
446	2980	3687
447	2987	3680
448	2994	3675
449	3001	3668
450	3007	3661
451	3013	3654
452	3020	3646
453	3027	3640
454	3033	3633
455	3039	3626
456	3046	3619
457	3052	3612
458	3059	3606
459	3065	3599
460	3072	3592
461	3078	3585
462	3085	3578
463	3092	3572
464	3098	3565
465	3105	3558
466	3112	3552
467	3118	3544
468	3124	3537
469	3130	3530
470	3137	3523
471	3143	3516
472	3150	3509
473	3156	3503
474	3162	3495
475	3169	3489
476	3175	3481
477	3181	3473
478	3188	3467
479	3194	3460
480	3201	3454
481	3208	3447
482	3214	3440
483	3221	3434
484	3227	3426
485	3233	3419
486	3239	3412
487	3246	3406
488	3253	3400
489	3260	3393
490	3267	3387
491	3274	3381
492	3281	3374
493	3288	3368
494	3295	3361
495	3301	3354
496	3307	3347
497	3314	3341
498	3320	3334
499	3328	3328
500	3335	3321
501	3341	3314
502	3348	3308
503	3355	3302
504	3363	3296
505	3369	3289
506	3376	3283
507	3382	3276
508	3389	3269
509	3396	3263
510	3403	3256
511	3409	3249
512	3416	3243
513	3422	3236
514	3429	3229
515	3436	3222
516	3443	3217
517	3450	3210
518	3457	3204
519	3463	3197
520	3470	3191
521	3477	3184
522	3484	3177
523	3491	3171
524	3498	3165
525	3504	3158
526	3511	3152
527	3518	3145
528	3525	3139
529	3532	3132
530	3539	3126
531	3545	3119
532	3552	3112
533	3559	3106
534	3566	3100
535	3575	3095
536	3581	3088
537	3588	3081
538	3595	3074
539	3602	3068
540	3609	3062
541	3615	3055
542	3622	3048
543	3628	3041
544	3634	3034
545	3640	3027
546	3646	3020
547	3652	3013
548	3659	3005
549	3666	3000
550	3673	2993
551	3679	2986
552	3686	2979
553	3692	2972
554	3698	2965
555	3705	2958
556	3711	2951
557	3718	2945
558	3724	2938
559	3730	2930
560	3736	2923
561	3742	2916
562	3749	2910
563	3755	2903
564	3761	2896
565	3768	2889
566	3774	2882
567	3781	2876
568	3787	2868
569	3793	2861
570	3800	2855
571	3806	2848
572	3813	2841
573	3820	2835
574	3826	2828
575	3832	2821
576	3839	2814
577	3847	2808
578	3853	2802
579	3861	2796
580	3868	2789
581	3875	2783
582	3882	2777
583	3889	2770
584	3897	2764
585	3905	2759
586	3912	2752
587	3919	2746
588	3926	2739
589	3932	2733
590	3939	2726
591	3946	2719
592	3952	2712
593	3960	2706
594	3966	2699
595	3973	2693
596	3980	2686
597	3987	2680
598	3994	2674
599	4001	2667
600	4008	2661
601	4015	2654
602	4022	2648
603	4028	2641
604	4034	2634
605	4041	2627
606	4047	2620
607	4054	2614
608	4061	2607
609	4067	2600
610	4074	2594
611	4080	2587
612	4088	2580
613	4095	2574
614	4102	2567
615	4108	2561
616	4114	2554
617	4121	2547
618	4127	2540
619	4135	2534
620	4141	2527
621	4148	2521
622	4154	2514
623	4161	2507
624	4168	2500
625	4175	2494
626	4184	2489
627	4190	2482
628	4196	2475
629	4204	2469
630	4211	2462
631	4218	2456
632	4224	2449
633	4232	2443
634	4238	2436
635	4246	2430
636	4252	2423
637	4258	2416
638	4265	2409
639	4272	2403
640	4279	2396
641	4286	2390
642	4294	2384
643	4301	2377
644	4308	2371
645	4315	2364
646	4321	2357
647	4328	2351
648	4335	2345
649	4342	2338
650	4349	2331
651	4356	2325
652	4362	2318
653	4369	2311
654	4376	2304
655	4382	2298
656	4389	2291
657	4396	2285
658	4403	2278
659	4410	2272
660	4416	2265
661	4424	2259
662	4431	2252
663	4438	2245
664	4445	2239
665	4451	2232
666	4458	2226
667	4464	2219
668	4472	2212
669	4479	2206
670	4488	2200
671	4495	2194
672	4503	2188
673	4510	2181
674	4517	2175
675	4524	2168
676	4531	2162
677	4539	2155
678	4546	2149
679	4554	2143
680	4561	2136
681	4569	2130
682	4576	2124
683	4585	2118
684	4592	2112
685	4600	2105
686	4607	2099
687	4615	2093
688	4623	2086
689	4630	2080
690	4637	2073
691	4644	2067
692	4651	2060
693	4658	2054
694	4667	2048
695	4673	2041
696	4680	2034
697	4687	2027
698	4694	2021
699	4701	2014
700	4708	2008
701	4715	2001
702	4721	1994
703	4729	1988
704	4736	1981
705	4742	1975
706	4749	1968
707	4755	1961
708	4762	1954
709	4769	1948
710	4777	1941
711	4784	1935
712	4791	1928
713	4797	1921
714	4804	1915
715	4812	1908
716	4819	1902
717	4827	1896
718	4834	1889
719	4841	1882
720	4848	1876
721	4856	1869
722	4863	1863
723	4871	1857
724	4878	1850
725	4887	1844
726	4894	1837
727	4902	1831
728	4909	1825
729	4916	1818
730	4923	1811
731	4930	1805
732	4938	1798
733	4945	1792
734	4953	1785
735	4960	1779
736	4967	1772
737	4973	1765
738	4980	1759
739	4987	1752
740	4994	1745
741	5001	1739
742	5007	1732
743	5015	1725
744	5021	1718
745	5028	1712
746	5035	1705
747	5042	1698
748	5049	1692
749	5055	1685
750	5062	1678
751	5069	1671
752	5076	1665
753	5082	1658
754	5089	1651
755	5096	1645
756	5103	1638
757	5110	1631
758	5116	1624
759	5124	1618
760	5132	1611
761	5139	1605
762	5147	1598
763	5154	1592
764	5163	1586
765	5169	1579
766	5177	1572
767	5185	1566
768	5193	1560
769	5200	1553
770	5208	1546
771	5215	1540
772	5221	1533
773	5228	1526
774	5235	1519
775	5242	1513
776	5249	1506
777	5258	1500
778	5265	1493
779	5273	1487
780	5280	1480
781	5289	1474
782	5296	1467
783	5304	1461
784	5311	1454
785	5319	1448
786	5326	1441
787	5334	1435
788	5341	1428
789	5348	1421
790	5355	1415
791	5362	1408
792	5369	1401
793	5376	1394
794	5382	1388
795	5389	1381
796	5396	1374
797	5403	1367
798	5410	1361
799	5418	1354
800	5425	1347
801	5431	1341
802	5439	1334
803	5446	1327
804	5453	1321
805	5460	1314
806	5467	1307
807	5474	1300
808	5482	1294
809	5489	1287
810	5497	1281
811	5504	1274
812	5511	1267
813	5519	1261
814	5527	1254
815	5535	1248
816	5542	1241
817	5550	1234
818	5557	1228
819	5565	1221
820	5572	1214
821	5580	1208
822	5587	1201
823	5595	1195
824	5602	1188
825	5609	1181
826	5616	1174
827	5622	1168
828	5629	1161
829	5636	1154
830	5643	1147
831	5650	1140
832	5657	1134
833	5664	1127
834	5671	1120
835	5677	1113
836	5684	1106
837	5691	1100
838	5698	1093
839	5705	1086
840	5712	1079
841	5719	1073
842	5726	1066
843	5733	1059
844	5741	1053
845	5748	1046
846	5756	1039
847	5762	1032
848	5770	1026
849	5777	1019
850	5783	1012
851	5790	1005
852	5797	999
853	5804	992
854	5811	985
855	5818	978
856	5825	972
857	5832	965
858	5839	958
859	5847	951
860	5855	945
861	5863	938
862	5871	932
863	5877	925
864	5885	918
865	5892	911
866	5899	905
867	5907	898
868	5914	891
869	5921	884
870	5928	878
871	5935	871
872	5943	864
873	5951	858
874	5958	851
875	5966	844
876	5973	837
877	5981	831
878	5987	824
879	5994	817
880	6002	810
881	6010	804
882	6017	797
883	6024	790
884	6031	783
885	6038	776
886	6045	770
887	6052	763
888	6060	756
889	6067	749
890	6074	743
891	6081	736
892	6089	729
893	6096	722
894	6103	716
895	6112	709
896	6119	702
897	6128	696
898	6135	689
899	6143	682
900	6150	675
901	6157	669
902	6164	662
903	6170	655
904	6178	648
905	6185	641
906	6193	635
907	6199	628
908	6207	621
909	6213	614
910	6220	607
911	6227	600
912	6234	594
913	6240	587
914	6246	580
915	6253	573
916	6259	566
917	6267	559
918	6274	553
919	6281	546
920	6288	539
921	6294	532
922	6301	525
923	6307	518
924	6314	512
925	6321	505
926	6328	498
927	6335	491
928	6342	484
929	6349	477
930	6356	471
931	6363	464
932	6370	457
933	6376	450
934	6384	443
935	6390	436
936	6397	430
937	6404	423
938	6411	416
939	6418	409
940	6424	402
941	6431	395
942	6437	389
943	6444	382
944	6451	375
945	6458	368
946	6465	361
947	6473	355
948	6481	348
949	6489	341
950	6496	334
951	6503	327
952	6511	321
953	6519	314
954	6528	307
955	6535	300
956	6543	294
957	6550	287
958	6558	280
959	6565	273
960	6572	266
961	6579	259
962	6587	253
963	6595	246
964	6601	239
965	6609	232
966	6616	225
967	6624	218
968	6631	212
969	6638	205
970	6645	198
971	6652	191
972	6659	184
973	6666	177
974	6674	171
975	6682	164
976	6690	157
977	6697	150
978	6705	143
979	6713	137
980	6721	130
981	6727	123
982	6735	116
983	6742	109
984	6749	102
985	6756	95
986	6764	89
987	6772	82
988	6778	75
989	6786	68
990	6793	61
991	6801	54
992	6808	47
993	6816	41
994	6823	34
995	6831	27
996	6838	20
997	6846	13
998	6853	6
999	6861	0
