iter	Logloss
554	0.1848532414
555	0.184759288
556	0.1847258765
557	0.1846625394
558	0.1846279605
559	0.1845882679
560	0.1845253583
561	0.1844596205
562	0.1844234631
563	0.1843962834
564	0.1843465937
565	0.1842834538
566	0.1842198865
567	0.1841577333
568	0.184101894
569	0.1840437363
570	0.1840042081
571	0.1839715695
572	0.1839045327
573	0.1838572601
574	0.1838041174
575	0.183771824
576	0.1837397115
577	0.1837052641
578	0.1836719349
579	0.1836433904
580	0.1836057531
581	0.1835767647
582	0.1835082482
583	0.1834557139
584	0.1834212665
585	0.1833807518
586	0.1832890839
587	0.1832348067
588	0.1831791648
589	0.1831431718
590	0.1830973296
591	0.1830245709
592	0.1829489675
593	0.1828883599
594	0.1827918743
595	0.1827278795
596	0.1826905875
597	0.1826348634
598	0.182586374
599	0.1825618251
600	0.1825216556
601	0.1824436023
602	0.1824197769
603	0.1823544996
604	0.1823196576
605	0.1822647884
606	0.1822122541
607	0.1821246969
608	0.1820899536
609	0.1820262054
610	0.1819813169
611	0.1819344553
612	0.1818440372
613	0.1818036047
614	0.1817778554
615	0.1817462691
616	0.1817160639
617	0.1816714879
618	0.1816240015
619	0.1815816945
620	0.1815348658
621	0.1814858009
622	0.1814478184
623	0.1814467496
624	0.181417235
625	0.1813509382
626	0.1813104893
627	0.1812870585
628	0.181285891
629	0.181253499
630	0.1811901783
631	0.1811674381
632	0.1811396171
633	0.1810895986
634	0.1810474067
635	0.1810023867
636	0.1809329
637	0.1808730323
638	0.1808129672
639	0.1807641654
640	0.1807212501
641	0.1806801599
642	0.180595809
643	0.1805446888
644	0.1805154866
645	0.1804609792
646	0.1803813145
647	0.1803578837
648	0.1803169579
649	0.1802907154
650	0.1802334621
651	0.180185318
652	0.1801019537
653	0.1800549277
654	0.1800220095
655	0.1799875292
656	0.179932693
657	0.1798884458
658	0.1798448563
659	0.1798232342
660	0.1797652409
661	0.1797278996
662	0.1797184944
663	0.1797042551
664	0.1796312168
665	0.1796018995
666	0.1795451888
667	0.1795241751
668	0.1794812926
669	0.1794305341
670	0.1793996877
671	0.1793484852
672	0.1792999958
673	0.1792785381
674	0.1791998436
675	0.179125161
676	0.1790707358
677	0.1790124795
678	0.178965881
679	0.1788878605
680	0.1788320377
681	0.1788217281
682	0.1787883495
683	0.178730011
684	0.1787011706
685	0.1786667396
686	0.1786420428
687	0.1786076118
688	0.1785601583
689	0.1785271086
690	0.1785017211
691	0.1784626862
692	0.1783945972
693	0.1783194213
694	0.1782721487
695	0.1782481917
696	0.1781739531
697	0.1781361021
698	0.1780908519
699	0.1780137358
700	0.1779876577
701	0.1779760492
702	0.1779328379
703	0.1778914846
704	0.1778512001
705	0.1778005403
706	0.1777677207
707	0.1777470687
708	0.1777277322
709	0.1776703144
710	0.1776566012
711	0.1776316413
712	0.1776119594
713	0.1775591949
714	0.1775389211
715	0.1775106068
716	0.1774797768
717	0.1774348226
718	0.1773819266
719	0.1773384357
720	0.1772833857
721	0.1772384644
722	0.177183809
723	0.1771584544
724	0.1771171833
725	0.1770739391
726	0.1770249564
727	0.17698408
728	0.1768793895
729	0.176843972
730	0.1768329555
731	0.1768025037
732	0.1767674808
733	0.1767259631
734	0.1766740207
735	0.1766417602
736	0.1765729312
737	0.1765526903
738	0.1764702633
739	0.1764382987
740	0.1764260983
741	0.1764068768
742	0.1763823443
743	0.1763093225
744	0.1762579392
745	0.17618643
746	0.1761586748
747	0.1760835319
748	0.1760452205
749	0.1759767861
750	0.1759291024
751	0.1759103578
752	0.1758610462
753	0.1758506545
754	0.1758066046
755	0.1757747551
756	0.1757512586
757	0.1757322509
758	0.1756806867
759	0.1756515503
760	0.1756155902
761	0.1755909262
762	0.1755600469
763	0.1755179866
764	0.1754760578
765	0.1754240168
766	0.1753483147
767	0.1753186522
768	0.1752696202
769	0.1752177929
770	0.1751943786
771	0.1751696817
772	0.1751271445
773	0.1750876164
774	0.1750387159
775	0.1749977243
776	0.174977171
777	0.1749585415
778	0.1749129953
779	0.1748891206
780	0.1748092257
781	0.1747626107
782	0.174713924
783	0.1746889147
784	0.1746501594
785	0.1746164848
786	0.1745905712
787	0.1745549893
788	0.1745152967
789	0.1744738118
790	0.1743976494
791	0.1743786582
792	0.1743604561
793	0.1743057514
794	0.1742600573
795	0.1742198549
796	0.1741834838
797	0.1741426402
798	0.1740943152
799	0.1740573686
800	0.1740080406
801	0.1739890658
802	0.1739539442
803	0.1739308916
804	0.1739086612
805	0.1738693961
806	0.1738341595
807	0.1737732065
808	0.1737292553
809	0.1737002011
810	0.1736667732
811	0.1735949681
812	0.1735599288
813	0.1734926618
814	0.173475397
815	0.1734412128
816	0.1733987907
817	0.1733405343
818	0.1732754214
819	0.1732348738
820	0.1732096508
821	0.1731411835
822	0.1730696908
823	0.1730532811
824	0.173001832
825	0.1729788287
826	0.1729333319
827	0.172884974
828	0.1728550812
829	0.1728129222
830	0.1727954437
831	0.1727479737
832	0.1726824826
833	0.1726601206
834	0.1726120916
835	0.1726116641
836	0.1725870987
837	0.1725652958
838	0.1725327393
839	0.1724635486
840	0.1724383256
841	0.1724009514
842	0.1723628209
843	0.1723281268
844	0.1722594623
845	0.1722489554
846	0.1722165141
847	0.172199611
848	0.1721587346
849	0.172114438
850	0.1720650772
851	0.172009205
852	0.1719877309
853	0.1719373177
854	0.1719102037
855	0.1718107092
856	0.171796141
857	0.1717458758
858	0.1717290385
859	0.1717060845
860	0.1716479597
861	0.171600868
862	0.1715840307
863	0.1715447985
864	0.1714982
865	0.1714555806
866	0.1714208373
867	0.1714011554
868	0.1713921777
869	0.1713604434
870	0.1713047028
871	0.1712973364
872	0.171267789
873	0.1712673121
874	0.1712510668
875	0.171206836
876	0.171196658
877	0.17117645
878	0.171146623
879	0.1711108109
880	0.1710887284
881	0.1710528999
882	0.1710338428
883	0.1709770005
884	0.1709513171
885	0.1709200103
886	0.1708982073
887	0.1708515266
888	0.1707982195
889	0.1707472144
890	0.1707060748
891	0.1706421786
892	0.1705758325
893	0.1705265538
894	0.1704729343
895	0.1704255301
896	0.1704061771
897	0.1703820229
898	0.1703576219
899	0.1703416726
900	0.1703223853
901	0.1702739288
902	0.1702199476
903	0.1701693699
904	0.1701411872
905	0.1701205023
906	0.1700792313
907	0.170041742
908	0.1700004216
909	0.1699628172
910	0.1699007791
911	0.169854493
912	0.1697975192
913	0.169774039
914	0.1697490955
915	0.1697291506
916	0.1696736237
917	0.1696299849
918	0.1695806733
919	0.1695280239
920	0.1694995453
921	0.1694730233
922	0.1694179075
923	0.1693640084
924	0.1693230333
925	0.1692776351
926	0.1692225358
927	0.1692022784
928	0.1691795875
929	0.1691610731
930	0.1691217094
931	0.1690677446
932	0.1690210145
933	0.169003092
934	0.1689798256
935	0.1689404784
936	0.1689252853
937	0.1689059817
938	0.1688810381
939	0.1688429405
940	0.168803511
941	0.1687892388
942	0.1687687512
943	0.1687307687
944	0.1687130435
945	0.1686890701
946	0.1686515808
947	0.1686170183
948	0.1685725245
949	0.1685392774
950	0.1685244462
951	0.1684416409
952	0.1683884982
953	0.1683269369
954	0.168256957
955	0.1682069055
956	0.1681656837
957	0.1681270599
958	0.1680895378
959	0.1680700368
960	0.1680239645
961	0.1679834333
962	0.1679219706
963	0.1679029958
964	0.1678894142
965	0.1678575647
966	0.1678453314
967	0.1678144521
968	0.1678140246
969	0.1677991933
970	0.1677402957
971	0.1677100576
972	0.1676632125
973	0.1676365918
974	0.1675961264
975	0.1675442992
976	0.1675166426
977	0.1674983584
978	0.1674980295
979	0.1674728887
980	0.1674232318
981	0.1673798397
982	0.1673047132
983	0.1672901943
984	0.1672488574
985	0.1672042485
986	0.167176148
987	0.1671258334
988	0.1670588954
989	0.16702846
990	0.1669936016
991	0.1669451615
992	0.1668587389
993	0.1668330061
994	0.1668159879
995	0.1667686002
996	0.1667222155
997	0.1667004783
998	0.1666500486
999	0.1666386374
